,Titre,sstitre,Auteur,Editeur,Date,prets,Nombre de prêts par exemplaire,exemplaires,localisations,Langue,cat,tauxemprunt
25520,Le carnaval des innocents , ,Evelio Rosero Diago,Éditions Métailié,2016,50.0,4.545454545454546,11.0,11.0,français,LLAT Litterature latino-americaine,19.0
201686,L'incessant , ,Charles Juliet,POL,2002,3.0,1.0,3.0,3.0,français,LFRA Litterature francaise,4.0
107964,La carapace de la tortue , ,Marie-Laure Hubert Nasser,Éd. Passiflore,2013,9.0,0.5625,16.0,16.0,français,LFRA Litterature francaise,2.0
363962,La clef sous la porte , ,Harriett Luger,Pocket jeunesse,2000,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
4542,Le reste de leur vie , ,Jean-Paul Didierlaurent,Au diable Vauvert,2016,179.0,5.114285714285714,35.0,35.0,français,LFRA Litterature francaise,21.0
425903,Frère Aloysius et le petit prince , ,Philippe Monot,Nestiveqnen éd.,2000,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
24069,Le monstrologue ,Le monstrologue,Rick Yancey,Robert Laffont,2017,53.0,2.9444444444444446,18.0,18.0,français,LNAM Litterature nord-americaine,12.0
340068,Les Arpents sur le sentier de la guerre , ,Alan Wildsmith,Flammarion,1982,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
93433,Cat & Bones ,Chasseuse de la nuit,Jeaniene Frost,Milady,2013,11.0,3.6666666666666665,3.0,3.0,français,LNAM Litterature nord-americaine,15.0
341024,Le théorème de Roitelet , ,Frédéric Cathala,A. Michel,2004,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
41453,C'est pas si pire Zazie ! , ,Marie-Renée Lavoie,Rageot,2017,30.0,2.3076923076923075,13.0,13.0,français,LNAM Litterature nord-americaine,10.0
206002,"Des phrases courtes, ma chérie ", ,Pierrette Fleutiaux,Actes sud;Léméac,2003,3.0,0.75,4.0,4.0,français,LFRA Litterature francaise,3.0
251695,Nunquam , ,Lawrence Durrell,Gallimard,1980,1.0,1.0,1.0,1.0,français,LBRI Litterature britannique,4.0
409109,Retour au Club des veufs noirs , ,Isaac Asimov,C. Bourgois,1989,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
8831,La jeune fille et la guerre , ,Sara Novic,Fayard,2016,118.0,6.2105263157894735,19.0,19.0,français,LNAM Litterature nord-americaine,26.0
55205,Les bottes rouges , ,Franz Bartelt,Gallimard,2000,22.0,2.2,10.0,10.0,français,LFRA Litterature francaise,9.0
3624,Sur la piste du bandit , ,Pascale Hédelin,Milan,2014,200.0,5.714285714285714,35.0,34.0,français,LFRA Litterature francaise,24.0
176507,"La griffe , suivi de Lâleh ", ,Sadeq Hedayat,Ed. Novetlé,1996,4.0,2.0,2.0,2.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,8.0
342280,The Adventures of Huckleberry Finn  , ,Mark Twain,Puffin,2008,0.0,0.0,2.0,2.0,anglais,LNAM Litterature nord-americaine,0.0
306265,Les femmes dans la littérature africaine , ,Denise Brahimi,Karthala ;Agence de la francophonie-ACTT;CEDA,1998,1.0,1.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",4.0
101581,Cross my heart , ,James Patterson,Century,2013,9.0,1.8,5.0,5.0,anglais,LNAM Litterature nord-americaine,8.0
288681,Aujourd'hui ou Les Coréens , ,Michel Vinaver,Actes Sud,1993,1.0,0.5,2.0,2.0,français,LFRA Litterature francaise,2.0
192992,Le Chat botté et autres contes , ,Charles Perrault,Flammarion,2011,3.0,1.5,2.0,2.0,français,LFRA Litterature francaise,6.0
385471,Le mystérieux cercle Benedict et le périlleux voyage ,Le mystérieux cercle Benedict,Trenton Lee Stewart,Le Livre de poche jeunesse,2017,0.0,0.0,2.0,2.0,français,LNAM Litterature nord-americaine,0.0
386562,Teufelsbrück , ,Brigitte Kronauer,Deutscher Taschenbuch,2006,0.0,0.0,1.0,1.0,allemand,LGER Litterature germanique,0.0
2147,Ne ramenez jamais une fille du futur chez vous , ,Nathalie Stragier,Syros,2015,259.0,5.395833333333333,48.0,44.0,français,LFRA Litterature francaise,22.0
368999,La malédiction des louves , ,Gilbert Bordes,Éd. France loisirs,2008,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
154312,Windhaven , ,George R. R. Martin,J'ai lu,2007,5.0,2.5,2.0,2.0,français,LNAM Litterature nord-americaine,10.0
269629,La deffence et illustration de la langue francoyse , ,Joachim Du Bellay,M. Didier,1970,1.0,1.0,1.0,1.0,français ancien,Littérature française (autres),4.0
354238,La petite renarde rusée , ,Rudolf Tesnohlidek,Fayard,2006,0.0,0.0,5.0,5.0,français,LFRA Litterature francaise,0.0
8278,Hôtel Vendôme , ,Danielle Steel,Presses de la Cité,2013,123.0,5.590909090909091,22.0,21.0,français,LNAM Litterature nord-americaine,23.0
367634,Le crocodile rouillé , ,Dominique Louise Pélegrin,Belfond,2007,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
122768,Sans elle , ,Alma Brami,Mercure de France,2008,7.0,1.1666666666666667,6.0,6.0,français,LFRA Litterature francaise,5.0
408068,Ecarlate , ,Christine Pawlowska,Mercure de France,1974,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
175657,Mon ami Frédéric , ,Hans Peter Richter,Hachette jeunesse,1995,4.0,1.0,4.0,4.0,français,LGER Litterature germanique,4.0
293802,Leo Richters Porträt , ,Daniel Kehlmann,Rowohlt-Taschenbuch Verlag,2009,1.0,1.0,1.0,1.0,français,LGER Litterature germanique,4.0
423968,Les Quatre saisons de la nuit , ,Daniel Walther,Nouvelles ed. Oswald,1980,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
239948,Angel ,Angel,L. A. Weatherly,Gallimard jeunesse,2013,2.0,2.0,1.0,1.0,français,LNAM Litterature nord-americaine,8.0
292467,Les contes , ,Jacob Grimm,Flammarion,1986,1.0,0.14285714285714285,7.0,6.0,français,LFRA Litterature francaise,1.0
253340,Un plaisir trop bref , ,Truman Capote,10-18,2014,1.0,1.0,1.0,1.0,français,LNAM Litterature nord-americaine,4.0
116030,Le nomade du temps , ,Michael Moorcock,Gallimard,2008,8.0,2.0,4.0,4.0,français,LBRI Litterature britannique,8.0
226433,L'histoire impossible à sécher , ,Claire Ubac,l'École des loisirs,2004,2.0,0.3333333333333333,6.0,6.0,français,LFRA Litterature francaise,1.0
382502,Monsieur Mitaine , ,Shirley Isherwood,Flammarion,1994,0.0,0.0,2.0,2.0,français,LBRI Litterature britannique,0.0
320420,0Correspondance générale ,"Correspondance générale / Marie de Flavigny, comtesse d'Agoult",Marie de Flavigny Agoult,H. Champion,2012,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
31068,"Dans un mois, dans un an ", ,Françoise Sagan,Julliard,2008,42.0,6.0,7.0,7.0,français,LFRA Litterature francaise,25.0
311143,Légendes ,Légendes,Gérard Lefondeur,Éd. Terre de brume,2012,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
350531,M. Bergeret à Paris ,Histoire contemporaine / Anatole France,Anatole France,Presses pocket,1986,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
51093,Le chemin de la falaise , ,Patricia Wentworth,UGE 10-18,1994,24.0,4.8,5.0,5.0,français,LBRI Litterature britannique,20.0
66333,Rien n'est trop beau , ,Rona Jaffe,Presses de la Cité,2011,17.0,1.3076923076923077,13.0,13.0,français,LNAM Litterature nord-americaine,5.0
92006,Ormerod , ,Édouard Glissant,Gallimard,2003,11.0,1.375,8.0,8.0,français,LFRA Litterature francaise,6.0
172026,"Poète bin qu'oui, poète bin qu'non ? ", ,Jean-Pierre Verheggen,Gallimard,2011,4.0,0.5714285714285714,7.0,7.0,français,LFRA Litterature francaise,2.0
202481,Snow White and the seven dwarfs , ,Lesley Sims,Usborne,2011,3.0,3.0,1.0,1.0,anglais,LBRI Litterature britannique,12.0
237370,La malédiction de Samain , ,Colette Godest Morel,Éd. Millefeuilles,2013,2.0,0.25,8.0,8.0,français,LFRA Litterature francaise,1.0
100731,L'os est pointé , ,Arthur Upfield,UGE,1994,9.0,4.5,2.0,2.0,français,LBRI Litterature britannique,19.0
215375,Un barrage contre le Pacifique , ,Marguerite Duras,Gallimard,1977,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
356305,Laurence , ,Didier Decoin,Éd. du Seuil,1969,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
366392,Les Amants de Teruel , ,Michel Cazenave,A. Michel,1978,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
352784,L'étreinte du passé , ,Clare Layton,France loisirs,2002,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
323808,Die Schattenboxerin , ,Inka Parei,Btb,2006,0.0,0.0,1.0,1.0,allemand,LGER Litterature germanique,0.0
386576,La bête et le bon Dieu , ,Jean Anglade,Presses de la Cité,1996,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
202749,Un conte peut en cacher un autre , ,Roald Dahl,Gallimard,1982,3.0,0.6,5.0,4.0,français,LBRI Litterature britannique,3.0
327141,Les allumettes suédoises , ,Robert Sabatier,Albin Michel,1996,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
22308,"La pie, le tigre et le lapin ", ,Ji-Hyun Lee,Passage piétons,2007,57.0,2.1923076923076925,26.0,25.0,français,LJAP Litterature japonaise et coreenne,9.0
304025,L'initiation d'un homme , ,John Dos Passos,Ed. Tum,2002,1.0,0.3333333333333333,3.0,3.0,français,LNAM Litterature nord-americaine,1.0
310096,Le livre des mérites respectifs des jouvencelles et des jouvenceaux , ,Amr ibn Bahr al Gahiz,P. Picquier,2000,1.0,1.0,1.0,1.0,français,Littérature étrangère,4.0
421545,Le retour des ténèbres , ,Isaac Asimov,O. Orban,1991,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
209261,Tigerlily's orchids , ,Ruth Rendell,Arrow Books,2010,3.0,3.0,1.0,1.0,anglais,LBRI Litterature britannique,12.0
16247,Silver ,Silver,Kerstin Gier,Milan,2016,74.0,2.642857142857143,28.0,27.0,français,LGER Litterature germanique,11.0
307877,Without consent , ,Frances Fyfield,Corgi Books,1997,1.0,1.0,1.0,1.0,anglais,LBRI Litterature britannique,4.0
33476,Le singe et l'épi d'or , ,Claire Laurens,Rue du monde,2012,38.0,1.2666666666666666,30.0,30.0,français,LLAT Litterature latino-americaine,5.0
265089,Le monde selon Buster , ,Bjarne Reuter,Ecole des loisirs,2011,1.0,0.25,4.0,4.0,français,LNOR Litterature nordique,1.0
65624,L'art acrobatique de la fugue , ,Roopa Farooki,Gaïa éditions,2015,17.0,1.3076923076923077,13.0,13.0,français,LBRI Litterature britannique,5.0
101902,La chevauchée sur le lac de Constance , ,Peter Handke,l'Arche,1989,9.0,1.0,9.0,9.0,français,LGER Litterature germanique,4.0
182164,Vole avec moi , ,Richard Bach,Flammarion,2010,3.0,1.0,3.0,3.0,français,LNAM Litterature nord-americaine,4.0
117764,Le René Char , ,René Char,Mango jeunesse,2001,7.0,0.3181818181818182,22.0,22.0,français,LFRA Litterature francaise,1.0
383793,Dernière danse , ,Mary Higgins Clark,Albin Michel,2018,0.0,0.0,33.0,32.0,français,LNAM Litterature nord-americaine,0.0
348758,Séléné , ,Barbara Wood,France loisirs,1988,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
382593,Le roman de Renart , ,Karine Tournade,Lire c'est partir,2006,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
188301,Nous sommes éternels , ,Pierrette Fleutiaux,Gallimard,1992,3.0,1.0,3.0,3.0,français,LFRA Litterature francaise,4.0
292272,L'étudiant de Salamanque , ,Washington Irving,M. Houdiard,2001,1.0,1.0,1.0,1.0,français,LBRI Litterature britannique,4.0
200292,Allmen et le diamant rose , ,Martin Suter,Points,2013,3.0,0.75,4.0,4.0,français,LGER Litterature germanique,3.0
99868,La princesse élastique , ,Bernard Friot,Milan jeunesse,2008,10.0,5.0,2.0,2.0,français,LFRA Litterature francaise,21.0
50281,Le livre des êtres imaginaires , ,Jorge Luis Borges,Gallimard,2005,24.0,1.7142857142857142,14.0,14.0,français,LESP Litterature espagnole,7.0
262237,Coups bas , ,Karen Blanguernon,Denoël,1982,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
313432,Les demoiselles La Mortagne , ,Paul-Jean Toulet,Le divan,1923,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
273299,Comment Thomas Leclerc 10 ans 3 mois et 4 jours est devenu Tom l'Éclair et a sauvé le monde , ,Paul Vacca,Belfond,2015,1.0,0.14285714285714285,7.0,7.0,français,LFRA Litterature francaise,1.0
373026,Le paumé , ,Fatos Kongoli,Payot et Rivages,1999,0.0,0.0,1.0,1.0,français,LBAL Litterature des Balkans,0.0
129507,Loving Frank , ,Nancy Horan,Librairie générale française,2011,6.0,2.0,3.0,3.0,français,LNAM Litterature nord-americaine,8.0
196045,La ménagerie de verre ,Théâtre,Tennessee Williams,"UGE, impr",2006,3.0,3.0,1.0,1.0,français,LNAM Litterature nord-americaine,12.0
380506,Philippe Jaccottet , ,Jean-Luc Seylaz,Aire,1982,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
290267,Selected sueurs , ,Jean-Jacques Viton,POL,2010,1.0,0.5,2.0,2.0,français,LFRA Litterature francaise,2.0
58757,Sagesses et malices des anges et des pauvres diables , ,Emmanuelle de Saint Chamas,A. Michel,2006,20.0,0.7692307692307693,26.0,24.0,français,LFRA Litterature francaise,3.0
93744,La peau de l'autre , ,David Carkeet,Éd. Points,2013,10.0,3.3333333333333335,3.0,3.0,français,LNAM Litterature nord-americaine,14.0
337607,Nouvelles , ,Arthur de Gobineau,J.J. Pauvert,1956,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
204916,Poil de Carotte , ,Jules Renard,Hachette éducation,2001,3.0,0.75,4.0,4.0,français,LFRA Litterature francaise,3.0
214476,La Mendiante de Shigatze , ,Jian Ma,Actes Sud,1988,2.0,0.5,4.0,4.0,français,LCHI Litterature chinoise,2.0
371398,La rivière d'Enoch O'Reilly , ,Peter Murphy,Calmann-Lévy,2014,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
95824,Le fils de l'ombre et de l'oiseau , ,Alex Cousseau,Rouergue,2016,10.0,0.7142857142857143,14.0,14.0,français,LFRA Litterature francaise,3.0
14897,Marilyn X , ,Philip Le Roy,Cherche midi,2016,80.0,6.666666666666667,12.0,12.0,français,LFRA Litterature francaise,28.0
412988,Morgane , ,Anne Ferrier,Éd. Millefeuille,2012,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
223297,Memoirs of a geisha , ,Arthur Golden,Vintage,2007,2.0,2.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,8.0
99229,Les grandes espérances , ,Charles Dickens,Gallimard,2012,10.0,3.3333333333333335,3.0,3.0,français,LBRI Litterature britannique,14.0
115920,The great Gatsby , ,Francis Scott Fitzgerald,Vintage Classic,2010,8.0,4.0,2.0,2.0,anglais,LNAM Litterature nord-americaine,17.0
338342,Un Baiser d'ami , ,Juan Madrid,Éd. caribéennes,1988,0.0,0.0,2.0,2.0,français,LESP Litterature espagnole,0.0
335032,Classe de mer , ,Alain Wagneur,l'Ecole des loisirs,1995,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
193250,Pièce en dix minutes , ,Djuna Barnes,l'Arche,1993,3.0,1.5,2.0,2.0,français,LNAM Litterature nord-americaine,6.0
265424,Francis Ponge ou La fabrique de la répétition , ,Marie-Laure Bardèche,Delachaux et Niestlé,1999,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
188800,Langelot sur l'île déserte ,Langelot,Vladimir Volkoff,Éd. du Triomphe,2004,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
26543,Chacha se cherche un papa , ,Sandrine Beau,Alice,2014,48.0,2.0869565217391304,23.0,23.0,français,LFRA Litterature francaise,9.0
120295,Zhi cha yi ge huang yan ,Dongye Guiwu zuo pin,Keigo Higashino,Nanhai chu ban she,2013,7.0,7.0,1.0,1.0,chinois,LJAP Litterature japonaise et coreenne,29.0
226722,L'interprétation des meurtres , ,Jed Rubenfeld,Pocket,2009,2.0,0.6666666666666666,3.0,3.0,français,LNAM Litterature nord-americaine,3.0
174738,"Sur la plage, un homme en noir ", ,Marina Vlady,Fayard,2006,4.0,0.5,8.0,8.0,français,LFRA Litterature francaise,2.0
1817,Hors-la-loi ,Cherub,Robert Muchamore,Casterman,2015,280.0,5.714285714285714,49.0,45.0,français,LBRI Litterature britannique,24.0
263265,Oeuvres complètes , ,Georges Bataille,Gallimard,1979,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
415370,Wo yu di tan , ,tie sheng Shi,ren min wen xue chu ban she,2011,0.0,0.0,2.0,2.0,chinois,LCHI Litterature chinoise,0.0
388263,The Tilted World , ,Tom Franklin,HarperCollins,2014,0.0,0.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,0.0
436426,Glagla , ,Claire Boniface,J.-J. Pauvert,1988,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
378809,Le Meilleur de nous-mêmes , ,Aurélia Briac,A. Michel,1975,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
54934,Ask the dust , ,John Fante,Canongate,2012,22.0,5.5,4.0,4.0,anglais,LNAM Litterature nord-americaine,23.0
5078,"Pottsville, 1280 habitants ", ,Jim Thompson,Rivages,2016,168.0,4.9411764705882355,34.0,33.0,français,LNAM Litterature nord-americaine,21.0
286112,Les escargots vont au ciel , ,Dominique Paquet,Éd. théâtrales,2002,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
433279,L'ange de Saint-Privat , ,Florian Ferrier,Seuil,2008,0.0,0.0,4.0,4.0,français,LFRA Litterature francaise,0.0
210364,Mon ami Maigret ,Maigret,Georges Simenon,Librairie générale française,2003,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
323261,Pas de chance pour Monsieur Taupe , ,Kurt Bracharz,Gallimard,1983,0.0,0.0,2.0,2.0,français,LGER Litterature germanique,0.0
32136,L'intérieur de la nuit , ,Léonora Miano,Plon,2005,40.0,2.6666666666666665,15.0,15.0,français,LFRA Litterature francaise,11.0
246305,Miroitements , ,Erwin Mortier,Fayard,2015,2.0,2.0,1.0,1.0,français,LNOR Litterature nordique,8.0
152194,L'oeuvre , ,Emile Zola,Pocket,1998,5.0,5.0,1.0,1.0,français,LFRA Litterature francaise,21.0
240137,The return journey , ,Maeve Binchy,Orion Books,2010,2.0,2.0,1.0,1.0,anglais,LBRI Litterature britannique,8.0
380477,Blanc sur blanc , ,Eugénio de Andrade,Éd. de la Différence,1988,0.0,0.0,1.0,1.0,multilingue,LPOR Litterature portugaise,0.0
389804,Hadji Mourad , ,Lev Nikolaevič Tolstoj,Stock,1996,0.0,0.0,2.0,2.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,0.0
116538,Paroles prisonnières , ,Raymond Depardon,Seuil,2004,8.0,0.7272727272727273,11.0,11.0,français,LFRA Litterature francaise,3.0
48035,Stick , ,Elmore Leonard,Éd. Payot & Rivages,2013,26.0,3.7142857142857144,7.0,7.0,français,LNAM Litterature nord-americaine,15.0
199182,Fêtes galantes , ,Paul Verlaine,Les Peintres du livre,1971,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
412030,Poudre d'or , ,Yves Navarre,Flammarion,1993,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
79616,Le baiser du démon ,Une aventure de Danny Valentine,Lilith Saintcrow,Orbit,2010,13.0,1.8571428571428572,7.0,7.0,français,LNAM Litterature nord-americaine,8.0
429061,Envoyez la fumée ! , ,Ed McBain,Gallimard,1985,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
214062,La dernière prophétie , ,James Patterson,l'Archipel,2001,2.0,0.6666666666666666,3.0,3.0,français,LNAM Litterature nord-americaine,3.0
412203,Les jeux rustiques et divins , ,Henri de Régnier,G. Crès,1925,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
370281,Le livre de Quinn , ,William Kennedy,P. Belfond,1991,0.0,0.0,2.0,2.0,français,LNAM Litterature nord-americaine,0.0
375986,Dracula en Dior , ,Scarlett de Saint-Germain,Fleuve noir,2010,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
167479,Le Horla et autres contes fantastiques , ,Guy de Maupassant,"Hachette, DL",2006,4.0,2.0,2.0,2.0,français,LFRA Litterature francaise,8.0
276262,Pas de boulettes ! , ,Gil Brewer,Gallimard,1973,1.0,1.0,1.0,1.0,français,LNAM Litterature nord-americaine,4.0
210710,L'Immaculée conception , ,André Breton,J. Corti,1991,2.0,1.0,2.0,2.0,français,LFRA Litterature francaise,4.0
100349,Les batailles d'Hastings , ,Éric Haviland,Librairie générale française,2016,9.0,9.0,1.0,1.0,français,LFRA Litterature francaise,38.0
364951,Rien de ce qui est humain n'est honteux , ,Marianne Vic,Fayard,2018,0.0,0.0,8.0,8.0,français,LFRA Litterature francaise,0.0
102354,Nulle part dans la maison de mon père , ,Assia Djebar,Actes Sud;Leméac,2010,9.0,3.0,3.0,3.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,12.0
407280,"Muku muku, pokkari honwariko  ", ,Noriko Matsui,Doshinsha,2008,0.0,0.0,2.0,1.0,japonais,LJAP Litterature japonaise et coreenne,0.0
195720,Chien d'hiver , ,Alistair MacLeod,Éd. de l'Olivier,2006,3.0,1.0,3.0,3.0,français,LNAM Litterature nord-americaine,4.0
199774,Des bibliothèques pleines de fantômes , ,Jacques Bonnet,Denoël,2008,3.0,0.3,10.0,10.0,français,LFRA Litterature francaise,1.0
62799,Lune de miel , ,James Patterson,l'Archipel,2006,18.0,3.6,5.0,5.0,français,LNAM Litterature nord-americaine,15.0
